Time,PV(W),Grid(W),Load(W)
2025-02-16 08:15:00,1727,-1433,294
2025-02-16 08:20:00,4977,-4320,657
2025-02-16 08:25:00,4807,-4342,465
2025-02-16 08:30:00,4811,-4362,449
2025-02-16 08:35:00,4847,-4305,542
2025-02-16 08:40:00,4882,-4564,318
2025-02-16 08:45:00,4927,-4438,489
2025-02-16 08:50:00,4960,-4585,375
2025-02-16 08:55:00,4963,-4511,452
2025-02-16 09:00:00,4924,-4574,350
2025-02-16 09:05:00,4987,-4637,350
2025-02-16 09:10:00,4815,-4504,311
2025-02-16 09:15:00,4912,-4460,452
2025-02-16 09:20:00,4803,-4497,306
2025-02-16 09:25:00,4849,-4381,468
2025-02-16 09:30:00,4863,-4526,337
2025-02-16 09:35:00,3599,-2128,1471
2025-02-16 09:40:00,4896,-4555,341
2025-02-16 09:45:00,4938,-4520,418
2025-02-16 09:50:00,4942,-4456,486
2025-02-16 09:55:00,4833,-4347,486
2025-02-16 10:00:00,4964,-4547,417
2025-02-16 10:05:00,4933,-4479,454
2025-02-16 10:10:00,4952,-4437,515
2025-02-16 10:15:00,4924,-4697,227
2025-02-16 10:20:00,4926,-4603,323
2025-02-16 10:25:00,5008,-2593,2415
2025-02-16 10:30:00,4994,-2778,2216
2025-02-16 10:35:00,4964,-4625,339
2025-02-16 10:40:00,4969,-4657,312
2025-02-16 10:45:00,4969,-4715,254
2025-02-16 10:50:00,4981,-4692,289
2025-02-16 10:55:00,4987,-4609,378
2025-02-16 11:00:00,4954,-4704,250
2025-02-16 11:05:00,4989,-4630,359
2025-02-16 11:10:00,4790,-4566,224
2025-02-16 11:15:00,4797,-4577,220
2025-02-16 11:20:00,4961,-4655,306
2025-02-16 11:25:00,4958,-4653,305
2025-02-16 11:30:00,4963,-4646,317
2025-02-16 11:35:00,4937,-4542,395
2025-02-16 11:40:00,4971,-4674,297
2025-02-16 11:45:00,4861,-4623,238
2025-02-16 11:50:00,4762,-4486,276
2025-02-16 11:55:00,4797,-4484,313
2025-02-16 12:00:00,4789,-4466,323
2025-02-16 12:05:00,4758,-4500,258
2025-02-16 12:10:00,4599,-4423,176
2025-02-16 12:15:00,4911,-4720,191
2025-02-16 12:20:00,4772,-4544,228
2025-02-16 12:25:00,4838,-4627,211
2025-02-16 12:30:00,4710,-4530,180
2025-02-16 12:35:00,4717,-4570,147
2025-02-16 12:40:00,4763,-4551,212
2025-02-16 12:45:00,4694,-4481,213
2025-02-16 12:50:00,4745,-4499,246
2025-02-16 12:55:00,5092,-3162,1930
2025-02-16 13:00:00,5009,-3093,1916
2025-02-16 13:05:00,4643,-2536,2107
2025-02-16 13:10:00,4629,-2499,2130
2025-02-16 13:15:00,4556,-2460,2096
2025-02-16 13:20:00,2261,-828,1433
2025-02-16 13:25:00,4807,-3016,1791
2025-02-16 13:30:00,4664,-2722,1942
2025-02-16 13:35:00,4681,-2697,1984
2025-02-16 13:40:00,4378,-2380,1998
2025-02-16 13:45:00,4124,-2147,1977
2025-02-16 13:50:00,4152,-1339,2813
2025-02-16 13:55:00,4174,-1365,2809
2025-02-16 14:00:00,4031,-2956,1075
2025-02-16 14:05:00,3972,-2924,1048
2025-02-16 14:10:00,3957,-2919,1038
2025-02-16 14:15:00,3890,-2852,1038
2025-02-16 14:20:00,3808,-2745,1063
2025-02-16 14:25:00,3736,-2690,1046
2025-02-16 14:30:00,3588,-2552,1036
2025-02-16 14:35:00,3481,-2604,877
2025-02-16 14:40:00,3337,-1233,2104
2025-02-16 14:45:00,3399,-1339,2060
2025-02-16 14:50:00,3419,-1418,2001
2025-02-16 14:55:00,3367,-1356,2011
2025-02-16 15:00:00,3233,-1203,2030
2025-02-16 15:05:00,3018,-1029,1989
2025-02-16 15:10:00,3050,-1062,1988
2025-02-16 15:15:00,3014,-1034,1980
2025-02-16 15:20:00,1310,-484,826
2025-02-16 15:25:00,1009,-154,855
2025-02-16 15:30:00,903,472,1375
2025-02-16 15:35:00,625,-186,439
2025-02-16 15:40:00,733,-212,521
2025-02-16 15:45:00,858,-401,457
2025-02-16 15:50:00,1451,215,1666
2025-02-16 15:55:00,1056,617,1673
2025-02-16 16:00:00,809,889,1698
2025-02-16 16:05:00,651,1014,1665
2025-02-16 16:10:00,529,1148,1677
2025-02-16 16:15:00,453,60,513
2025-02-16 16:20:00,382,172,554
2025-02-16 16:25:00,632,-94,538
2025-02-16 16:30:00,345,182,527
2025-02-16 16:35:00,404,99,503
2025-02-16 16:40:00,600,78,678
2025-02-16 16:45:00,662,-118,544
2025-02-16 16:50:00,471,77,548
2025-02-16 16:55:00,332,183,515
2025-02-16 17:00:00,345,130,475
2025-02-16 17:05:00,305,212,517
2025-02-16 17:10:00,270,278,548
2025-02-16 17:15:00,255,-28,227
2025-02-16 17:20:00,238,0,238
2025-02-16 17:25:00,227,-56,171
2025-02-16 17:30:00,216,0,216
2025-02-16 17:35:00,195,96,291
2025-02-16 17:40:00,181,66,247
2025-02-16 17:45:00,168,456,624
2025-02-16 17:50:00,155,315,470
2025-02-16 17:55:00,141,394,535
2025-02-16 18:00:00,128,405,533
2025-02-16 18:05:00,112,464,576
2025-02-16 18:10:00,94,486,580
2025-02-16 18:15:00,77,494,571
2025-02-16 18:20:00,45,2071,2116
2025-02-16 18:25:00,0,1127,1127
2025-02-16 18:30:00,0,1156,1156
2025-02-16 18:35:00,0,1136,1136
2025-02-16 18:40:00,0,1110,1110
2025-02-16 18:45:00,0,1118,1118
2025-02-16 18:50:00,0,672,672
2025-02-16 18:55:00,0,599,599
2025-02-16 19:00:00,0,592,592
2025-02-16 19:05:00,0,614,614
2025-02-16 19:10:00,0,604,604
2025-02-16 19:15:00,0,532,532
2025-02-16 19:20:00,0,534,534
2025-02-16 19:25:00,0,615,615
2025-02-16 19:30:00,0,576,576
2025-02-16 19:35:00,0,583,583
2025-02-16 19:40:00,0,456,456
2025-02-16 19:45:00,0,607,607
2025-02-16 19:50:00,0,629,629
2025-02-16 19:55:00,0,656,656
2025-02-16 20:00:00,0,659,659
2025-02-16 20:05:00,0,717,717
2025-02-16 20:10:00,0,732,732
2025-02-16 20:15:00,0,765,765
2025-02-16 20:20:00,0,654,654
2025-02-16 20:25:00,0,798,798
2025-02-16 20:30:00,0,641,641
2025-02-16 20:35:00,0,776,776
2025-02-16 20:40:00,0,611,611
2025-02-16 20:45:00,0,586,586
2025-02-16 20:50:00,0,640,640
2025-02-16 20:55:00,0,641,641
2025-02-16 21:00:00,0,623,623
2025-02-16 21:05:00,0,691,691
2025-02-16 21:10:00,0,714,714
2025-02-16 21:15:00,0,567,567
2025-02-16 21:20:00,0,571,571
2025-02-16 21:25:00,0,594,594
2025-02-16 21:30:00,0,485,485
2025-02-16 21:35:00,0,391,391
2025-02-16 21:40:00,0,476,476
2025-02-16 21:45:00,0,508,508
2025-02-16 21:50:00,0,464,464
2025-02-16 21:55:00,0,712,712
2025-02-16 22:00:00,0,696,696
2025-02-16 22:05:00,0,445,445
2025-02-16 22:10:00,0,399,399
2025-02-16 22:15:00,0,430,430
2025-02-16 22:20:00,0,268,268
2025-02-16 22:25:00,0,448,448
2025-02-16 22:30:00,0,447,447
2025-02-16 22:35:00,0,389,389
2025-02-16 22:40:00,0,351,351
2025-02-16 22:45:00,0,356,356
2025-02-16 22:50:00,0,341,341
2025-02-16 22:55:00,0,302,302
2025-02-16 23:00:00,0,299,299
2025-02-16 23:05:00,0,276,276
2025-02-16 23:10:00,0,290,290
2025-02-16 23:15:00,0,300,300
2025-02-16 23:20:00,0,294,294
2025-02-16 23:25:00,0,302,302
2025-02-16 23:30:00,0,294,294
2025-02-16 23:35:00,0,281,281
2025-02-16 23:40:00,0,262,262
2025-02-16 23:45:00,0,438,438
2025-02-16 23:50:00,0,428,428
2025-02-16 23:55:00,0,452,452
