Time,PV(W),Grid(W),Load(W)
2025-02-06 14:10:00,1189,-961,228
2025-02-06 14:15:00,3923,-3575,348
2025-02-06 14:20:00,3861,-3487,374
2025-02-06 14:25:00,1592,-1260,332
2025-02-06 14:30:00,3808,-3331,477
2025-02-06 14:35:00,3865,-3489,376
2025-02-06 14:40:00,3542,-3196,346
2025-02-06 14:45:00,3295,-2966,329
2025-02-06 14:50:00,3097,-2768,329
2025-02-06 14:55:00,2989,-2654,335
2025-02-06 15:00:00,3046,-2721,325
2025-02-06 15:05:00,2071,-1664,407
2025-02-06 15:10:00,3066,-2895,171
2025-02-06 15:15:00,966,-640,326
2025-02-06 15:20:00,1249,-954,295
2025-02-06 15:25:00,1084,-806,278
2025-02-06 15:30:00,1207,-920,287
2025-02-06 15:35:00,1704,-1298,406
2025-02-06 15:40:00,2271,-2004,267
2025-02-06 15:45:00,1774,-1489,285
2025-02-06 15:50:00,1520,-1252,268
2025-02-06 15:55:00,1115,-850,265
2025-02-06 16:00:00,1165,-945,220
2025-02-06 16:05:00,1232,-1004,228
2025-02-06 16:10:00,1066,-796,270
2025-02-06 16:15:00,794,-514,280
2025-02-06 16:20:00,888,-625,263
2025-02-06 16:25:00,1035,-764,271
2025-02-06 16:30:00,1030,-810,220
2025-02-06 16:35:00,1053,-791,262
2025-02-06 16:40:00,1118,-849,269
2025-02-06 16:45:00,930,-661,269
2025-02-06 16:50:00,833,-542,291
2025-02-06 16:55:00,761,-534,227
2025-02-06 17:00:00,761,-506,255
2025-02-06 17:05:00,692,-415,277
2025-02-06 17:10:00,732,-441,291
2025-02-06 17:15:00,685,-402,283
2025-02-06 17:20:00,663,-401,262
2025-02-06 17:25:00,588,-364,224
2025-02-06 17:30:00,445,-190,255
2025-02-06 17:35:00,148,143,291
2025-02-06 17:40:00,123,164,287
2025-02-06 17:45:00,104,172,276
2025-02-06 17:50:00,85,148,233
2025-02-06 17:55:00,79,198,277
2025-02-06 18:00:00,112,156,268
2025-02-06 18:05:00,147,124,271
2025-02-06 18:10:00,156,134,290
2025-02-06 18:15:00,138,128,266
2025-02-06 18:20:00,119,137,256
2025-02-06 18:25:00,88,196,284
2025-02-06 18:30:00,49,216,265
2025-02-06 18:35:00,0,248,248
2025-02-06 18:40:00,0,284,284
2025-02-06 18:45:00,0,214,214
2025-02-06 18:50:00,0,248,248
2025-02-06 18:55:00,0,258,258
2025-02-06 19:00:00,0,278,278
2025-02-06 19:05:00,0,338,338
2025-02-06 19:10:00,0,2028,2028
2025-02-06 19:15:00,0,410,410
2025-02-06 19:20:00,0,409,409
2025-02-06 19:25:00,0,434,434
2025-02-06 19:30:00,0,1359,1359
2025-02-06 19:35:00,0,386,386
2025-02-06 19:40:00,0,327,327
2025-02-06 19:45:00,0,318,318
2025-02-06 19:50:00,0,339,339
2025-02-06 19:55:00,0,313,313
2025-02-06 20:00:00,0,273,273
2025-02-06 20:05:00,0,307,307
2025-02-06 20:10:00,0,507,507
2025-02-06 20:15:00,0,467,467
2025-02-06 20:20:00,0,470,470
2025-02-06 20:25:00,0,472,472
2025-02-06 20:30:00,0,571,571
2025-02-06 20:35:00,0,567,567
2025-02-06 20:40:00,0,567,567
2025-02-06 20:45:00,0,532,532
2025-02-06 20:50:00,0,273,273
2025-02-06 20:55:00,0,316,316
2025-02-06 21:00:00,0,370,370
2025-02-06 21:05:00,0,311,311
2025-02-06 21:10:00,0,308,308
2025-02-06 21:15:00,0,325,325
2025-02-06 21:20:00,0,294,294
2025-02-06 21:25:00,0,305,305
2025-02-06 21:30:00,0,312,312
2025-02-06 21:35:00,0,330,330
2025-02-06 21:40:00,0,217,217
2025-02-06 21:45:00,0,241,241
2025-02-06 21:50:00,0,205,205
2025-02-06 21:55:00,0,504,504
2025-02-06 22:00:00,0,477,477
2025-02-06 22:05:00,0,472,472
2025-02-06 22:10:00,0,477,477
2025-02-06 22:15:00,0,472,472
2025-02-06 22:20:00,0,464,464
2025-02-06 22:25:00,0,495,495
2025-02-06 22:30:00,0,464,464
2025-02-06 22:35:00,0,483,483
2025-02-06 22:40:00,0,498,498
2025-02-06 22:45:00,0,396,396
2025-02-06 22:50:00,0,454,454
2025-02-06 22:55:00,0,438,438
2025-02-06 23:00:00,0,470,470
2025-02-06 23:05:00,0,422,422
2025-02-06 23:10:00,0,172,172
2025-02-06 23:15:00,0,206,206
2025-02-06 23:20:00,0,237,237
2025-02-06 23:25:00,0,423,423
2025-02-06 23:30:00,0,422,422
2025-02-06 23:35:00,0,241,241
2025-02-06 23:40:00,0,214,214
2025-02-06 23:45:00,0,207,207
2025-02-06 23:50:00,0,224,224
2025-02-06 23:55:00,0,206,206
