Time,PV(W),Grid(W),Load(W)
2025-03-05 11:05:00,4909,248,5157
2025-03-05 11:10:00,3378,214,3592
2025-03-05 11:15:00,4946,-1663,3283
2025-03-05 11:20:00,4126,-83,4043
2025-03-05 11:25:00,3370,1221,4591
2025-03-05 11:30:00,4886,-2648,2238
2025-03-05 11:35:00,2711,-1858,853
2025-03-05 11:40:00,2671,392,3063
2025-03-05 11:45:00,3075,314,3389
2025-03-05 11:50:00,3510,-130,3380
2025-03-05 11:55:00,3306,111,3417
2025-03-05 12:00:00,2131,1187,3318
2025-03-05 12:05:00,2532,827,3359
2025-03-05 12:10:00,2799,-362,2437
2025-03-05 12:15:00,4269,-2719,1550
2025-03-05 12:20:00,3362,-2310,1052
2025-03-05 12:25:00,2949,-1810,1139
2025-03-05 12:30:00,2221,-1060,1161
2025-03-05 12:35:00,3105,-2058,1047
2025-03-05 12:40:00,3080,-2000,1080
2025-03-05 12:45:00,2492,771,3263
2025-03-05 12:50:00,1453,1545,2998
2025-03-05 12:55:00,1278,1629,2907
2025-03-05 13:00:00,1204,-658,546
2025-03-05 13:05:00,2104,-1631,473
2025-03-05 13:10:00,2610,-2114,496
2025-03-05 13:15:00,1253,-766,487
2025-03-05 13:20:00,1146,-650,496
2025-03-05 13:25:00,1135,-741,394
2025-03-05 13:30:00,1122,-689,433
2025-03-05 13:35:00,1719,-1257,462
2025-03-05 13:40:00,2353,-1922,431
2025-03-05 13:45:00,1386,-956,430
2025-03-05 13:50:00,2340,-1782,558
2025-03-05 13:55:00,1275,1136,2411
2025-03-05 14:00:00,1572,-1010,562
2025-03-05 14:05:00,1484,-1043,441
2025-03-05 14:10:00,1232,1098,2330
2025-03-05 14:15:00,1175,-807,368
2025-03-05 14:20:00,1165,-799,366
2025-03-05 14:25:00,1229,-863,366
2025-03-05 14:30:00,994,1497,2491
2025-03-05 14:35:00,1104,-193,911
2025-03-05 14:40:00,975,6,981
2025-03-05 14:45:00,1168,1126,2294
2025-03-05 14:50:00,924,-97,827
2025-03-05 14:55:00,870,196,1066
2025-03-05 15:00:00,646,463,1109
2025-03-05 15:05:00,642,-305,337
2025-03-05 15:10:00,707,-79,628
2025-03-05 15:15:00,454,560,1014
2025-03-05 15:20:00,572,110,682
2025-03-05 15:25:00,651,4,655
2025-03-05 15:30:00,454,156,610
2025-03-05 15:35:00,622,108,730
2025-03-05 15:40:00,864,54,918
2025-03-05 15:45:00,851,-50,801
2025-03-05 15:50:00,657,186,843
2025-03-05 15:55:00,685,152,837
2025-03-05 16:00:00,620,-72,548
2025-03-05 16:05:00,626,-117,509
2025-03-05 16:10:00,627,-201,426
2025-03-05 16:15:00,823,-372,451
2025-03-05 16:20:00,1124,-665,459
2025-03-05 16:25:00,1087,-644,443
2025-03-05 16:30:00,977,-531,446
2025-03-05 16:35:00,1011,-571,440
2025-03-05 16:40:00,1030,-591,439
2025-03-05 16:45:00,966,-509,457
2025-03-05 16:50:00,855,-411,444
2025-03-05 16:55:00,725,-287,438
2025-03-05 17:00:00,713,-257,456
2025-03-05 17:05:00,628,-228,400
2025-03-05 17:10:00,587,0,587
2025-03-05 17:15:00,567,-122,445
2025-03-05 17:20:00,494,-63,431
2025-03-05 17:25:00,440,-70,370
2025-03-05 17:30:00,398,0,398
2025-03-05 17:35:00,420,20,440
2025-03-05 17:40:00,346,89,435
2025-03-05 17:45:00,281,143,424
2025-03-05 17:50:00,264,295,559
2025-03-05 17:55:00,222,188,410
2025-03-05 18:00:00,178,215,393
2025-03-05 18:05:00,134,262,396
2025-03-05 18:10:00,83,311,394
2025-03-05 18:15:00,0,355,355
2025-03-05 18:20:00,0,401,401
2025-03-05 18:25:00,0,370,370
2025-03-05 18:30:00,0,432,432
2025-03-05 18:35:00,0,425,425
2025-03-05 18:40:00,0,426,426
2025-03-05 18:45:00,0,400,400
2025-03-05 18:50:00,0,2929,2929
2025-03-05 18:55:00,0,3990,3990
2025-03-05 19:00:00,0,276,276
2025-03-05 19:05:00,0,283,283
2025-03-05 19:10:00,0,278,278
2025-03-05 19:15:00,0,293,293
2025-03-05 19:20:00,0,280,280
2025-03-05 19:25:00,0,239,239
2025-03-05 19:30:00,0,242,242
2025-03-05 19:35:00,0,247,247
2025-03-05 19:40:00,0,248,248
2025-03-05 19:45:00,0,250,250
2025-03-05 19:50:00,0,243,243
2025-03-05 19:55:00,0,242,242
2025-03-05 20:00:00,0,244,244
2025-03-05 20:05:00,0,248,248
2025-03-05 20:10:00,0,236,236
2025-03-05 20:15:00,0,235,235
2025-03-05 20:20:00,0,240,240
2025-03-05 20:25:00,0,186,186
2025-03-05 20:30:00,0,220,220
2025-03-05 20:35:00,0,220,220
2025-03-05 20:40:00,0,240,240
2025-03-05 20:45:00,0,386,386
2025-03-05 20:50:00,0,411,411
2025-03-05 20:55:00,0,421,421
2025-03-05 21:00:00,0,413,413
2025-03-05 21:05:00,0,314,314
2025-03-05 21:10:00,0,229,229
2025-03-05 21:15:00,0,432,432
2025-03-05 21:20:00,0,382,382
2025-03-05 21:25:00,0,333,333
2025-03-05 21:30:00,0,332,332
2025-03-05 21:35:00,0,332,332
2025-03-05 21:40:00,0,286,286
2025-03-05 21:45:00,0,285,285
2025-03-05 21:50:00,0,274,274
2025-03-05 21:55:00,0,271,271
2025-03-05 22:00:00,0,272,272
2025-03-05 22:05:00,0,270,270
2025-03-05 22:10:00,0,241,241
2025-03-05 22:15:00,0,248,248
2025-03-05 22:20:00,0,225,225
2025-03-05 22:25:00,0,153,153
2025-03-05 22:30:00,0,540,540
2025-03-05 22:35:00,0,401,401
2025-03-05 22:40:00,0,387,387
2025-03-05 22:45:00,0,344,344
2025-03-05 22:50:00,0,190,190
2025-03-05 22:55:00,0,405,405
2025-03-05 23:00:00,0,381,381
2025-03-05 23:05:00,0,403,403
2025-03-05 23:10:00,0,188,188
2025-03-05 23:15:00,0,373,373
2025-03-05 23:20:00,0,383,383
2025-03-05 23:25:00,0,386,386
2025-03-05 23:30:00,0,306,306
2025-03-05 23:35:00,0,264,264
2025-03-05 23:40:00,0,289,289
2025-03-05 23:45:00,0,340,340
2025-03-05 23:50:00,0,280,280
2025-03-05 23:55:00,0,275,275
